Werk;Satznr;Typ;Besetzung;Tonart;Takt;Jahr;Zeit;Saison;Jahrzehnt;A;AATB;AATT;AATTBB;AB;AT;ATB;ATTB;B;BB;BBB;BS;S;S S STB;SA;SA TB;SAATTBB;SAB;SAT;SAT B;SATB;SATBB;SATT;SATTB;SB;SS;SSAB;SSAT;SSATB;SSATBB;SSATTB;SSB;SSSAB;SSSATB;SSSTB;SSTB;ST;STB;T;TB;TT;basso continuo;bassoon;chalumeau;clarinet;clarino;flute;flute d'amore;horn;oboe;oboe d'amore;organ;recorder;strings;timpani;trombone;trumpet;viola;viola d'amore;violetta;violins;violoncello;violone;2er;3er;4er;6er;9er;12er;Sonstiges
1136/45;6;rec;(B,bc);;;1745;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/45;7;choral;(ATB,clar,str,bc);D;3;1745;Christi Himmelfahrt;Ostern;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/47;1;coro;(ATB,str,bc);G;C (vivace);1747;Christi Himmelfahrt;Ostern;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1136/47;2;aria;(T,str,bc);D;6/8;1747;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1136/47;3;rec;(B,bc);;;1747;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/47;4;choral;(ATB,str,bc);G;3 (vivace);1747;Christi Himmelfahrt;Ostern;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/47;5;aria;(B,str,bc);C;3 (affettuoso);1747;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1136/47;6;rec;(B,bc);;;1747;Christi Himmelfahrt;Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/47;7;choral;(4);D;C;1747;Christi Himmelfahrt;Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1136/53;1;coro;(SATB,hn(2),timp(4),str,bc);F;C (allegro);1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1136/53;2;rec;(S,bc);;;1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/53;3;aria;(S,fl(2),fg(2),hn(2),timp(4),str,bc);C;C (allegro moderato);1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;x;;;;;x;x;;;;;;;;;;;x;;;;
1136/53;4;rec;(B,bc);;;1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/53;5;aria;(B,fl(2),str,bc);d;C;1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;;;;x;;;;;;;;;;;;x;;;;
1136/53;6;rec;(T,bc);;;1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1136/53;7;choral;(SATB,hn(2),timp(4),str,bc);F;C (allegro);1753;Christi Himmelfahrt;Ostern;1750;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;x;x;;;;;;;;;;;x;;;;
1137/13;1;aria;+acc (S,vl(2),str,bc);d;C (largo);1713;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;
1137/13;2;rec;(S,bc);;;1713;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/13;3;aria;(S,vl(2),str,bc);F;C (allegro);1713;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;
1137/13;4;rec;(S,bc);;;1713;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/13;5;aria;(S,vl(2),str,bc);d;C;1713;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;x;;;;;x;;;;
1137/16;1;aria;(B,vl unis,bc);G;C;1716;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1137/16;2;rec;(B,bc);;;1716;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/16;3;aria;(B,vl(2),bc);e;3;1716;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1137/16;4;rec;(B,bc);;;1716;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/16;5;aria;(B,vl unis,bc);G;3;1716;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1137/18;1;aria;(S,str,bc);B;C (largo/adagio);1718;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/18;2;acc;(S,str,bc);;;1718;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1137/18;3;aria;(S,vl unis,bc);Es;6/8 (largo);1718;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;;x;;;
1137/18;4;rec;(S,bc);;;1718;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/18;5;choral;(S,str,bc);B;6/8;1718;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1137/19;1;choral;(STB,str,bc);B;3;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1137/19;2;rec;(T,bc);;;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/19;3;acc;(T,str,bc);;;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1137/19;4;rec;(S,bc);;;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/19;5;coro;(STB,str,bc);d;C (adagio);1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/19;6;aria;(B,vl unis,bc);F;3;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1137/19;7;rec;(B,bc);;;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/19;8;choral;(STB,vl unis,vla,bc);g;3;1719;Exaudi (6. Sonntag nach Ostern);Ostern;1710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1137/20;1;aria;(B,vl unis,bc);F;C;1720;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1137/20;2;rec;(B,bc);;;1720;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/20;3;aria;(1);D;C;1720;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/20;4;arioso;(B,bc);d;C;1720;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/20;5;rec;(B,bc);;;1720;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/20;6;aria;(B,vl unis,bc);F;C;1720;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;x;;;;;x;;;;
1137/24;1;coro;(SATB,str,bc);g;C;1724;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/24;2;rec;(S,bc);;;1724;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/24;3;aria;+rec (S,str,bc);B;C+3 (vivace);1724;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;;;;;;;;x;x;;;;
1137/24;4;rec;(B,bc);;;1724;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/24;5;aria;(B,str,bc);c;3;1724;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1137/24;6;choral;(SATB,str,bc);g;3;1724;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1137/26;1;coro;(SATB,ob(2),str,bc);g;C(4/2) (allabreve);1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1137/26;2;rec;(S,bc);;;1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/26;3;aria;(S,ob(2),fg,str,bc);B;3;1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1137/26;4;choral;(SATB,ob(2),str,bc);g;C(4/2) (allabreve);1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1137/26;5;aria;(3);D;C;1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/26;6;rec;(B,bc);;;1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/26;7;aria;(TB,ob(2),str,bc);Es;C (grave+poco allegro);1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1137/26;8;rec;(T,bc);;;1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/26;9;choral;(4);D;C;1726;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/27;1;choral;(SSAT,ob(2),str,bc);g;C;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1137/27;2;rec;(S,bc);;;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/27;3;aria;(S,fg,str,bc);B;12/8;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1137/27;4;choral;(1);D;C;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/27;5;rec;(B,bc);;;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/27;6;aria;(AB,fl(2),ob(2),str,bc);c;3;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;x;;;x;;;;x;;;;;;;;;;;x;;;;;
1137/27;7;rec;(T,bc);;;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/27;8;choral;(1);D;C;1727;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/29;1;aria;(AB,str,bc);a;3/2 (largo);1729;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1137/29;2;rec;(A,bc);;;1729;Exaudi (6. Sonntag nach Ostern);Ostern;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/29;3;choral;(SATB,str,bc);a;C;1729;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/29;4;aria;+rec (B,vl unis,vla,bc);C;C;1729;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;x;;;x;;;;;x;;;;
1137/29;5;choral;(3);D;C;1729;Exaudi (6. Sonntag nach Ostern);Ostern;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/30;1;choral;(SATB,str,bc);g;C;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/30;2;aria;(S,str,bc);B;12/8;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1137/30;3;rec;(B,bc);;;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/30;4;choral;(1);D;C;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/30;5;rec;(T,bc);;;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/30;6;aria;(AT,str,bc);F;C;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/30;7;rec;(B,bc);;;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/30;8;choral;(1);D;C;1730;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/36;1;dictum;(T,str,bc);e;C (grave);1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/36;2;rec;(S,bc);;;1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/36;3;aria;(S,str,bc);G;3 (vivace);1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1137/36;4;rec;(B,bc);;;1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/36;5;aria;(B,str,bc);D;C (vivace);1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/36;6;rec;(A,bc);;;1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/36;7;choral;(SATB,str,bc);G;C;1736;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/38;1;choral;(SATB,str,bc);g;C;1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/38;2;rec;(S,bc);;;1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/38;3;aria;(SA,str,bc);B;12/8 (vivace);1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1137/38;4;rec;(B,bc);;;1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/38;5;aria;(BB,str,bc);c;3/2;1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1137/38;6;rec;(T,bc);;;1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/38;7;choral;(1);D;C;1738;Exaudi (6. Sonntag nach Ostern);Ostern;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1137/40;1;coro;(SATB,str,bc);e;C;1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/40;2;rec;(B,bc);;;1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/40;3;aria;(B,str,bc);G;12/8;1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1137/40;4;rec;(S,bc);;;1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/40;5;aria;(SA,str,bc);B;C (allegro);1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/40;6;rec;(T,bc);;;1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/40;7;choral;(SATB,str,bc);e;6/4;1740;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1137/41;1;coro;(SATB,str,bc);a;12/8 (vivace);1741;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1137/41;2;rec;(T,bc);;;1741;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/41;3;aria;(T,vl unis,bc);F;2/4 (vivace);1741;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;
1137/41;4;rec;(B,bc);;;1741;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137/41;5;aria;(AB,str,bc);d;C (vivace);1741;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1137/41;6;rec;(T,bc);;;1741;Exaudi (6. Sonntag nach Ostern);Ostern;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
